,0,1,2,3,4,5,6,7,8,9
CNN-sg9,0.7656,0.7227,0.7457,0.7687,0.7989,0.8004,0.641,0.8003,0.7998,0.7981
RNN-sg9,0.7358,0.7828,0.7043,0.7183,0.7332,0.6998,0.6571,0.6588,0.7379,0.6938
GRU-sg9,0.7692,0.777,0.6707,0.7842,0.7103,0.7699,0.8102,0.7454,0.7573,0.7489
DNN-sg9,0.8377,0.7035,0.6306,0.7952,0.7802,0.7858,0.6777,0.7537,0.7796,1.2047
LSTM-sg9,0.7694,0.7493,0.7887,0.7647,0.7153,0.7509,0.7241,0.7658,0.7854,0.7898
