,0,1,2,3,4,5,6,7,8,9
CNN-sg9,0.6619,0.4996,0.6985,0.6195,0.7658,0.7671,0.4712,0.767,0.7665,0.6714
RNN-sg9,0.5922,0.6759,0.5231,0.5847,0.5978,0.5225,0.4967,0.4855,0.5738,0.5647
GRU-sg9,0.6615,0.6761,0.4851,0.696,0.5754,0.6851,0.7526,0.6155,0.6727,0.6308
DNN-sg9,0.743,0.5473,0.4169,0.6845,0.7712,0.6444,0.457,0.5621,0.6189,1.2107
LSTM-sg9,0.6725,0.635,0.6956,0.6756,0.5881,0.6406,0.6037,0.6573,0.6963,0.6914
