,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,1.5798,1.33931,0.81656,0.76494,0.7361
Exp2,2.70855,2.38751,1.24787,0.82959,1.85871
Exp3,1.57901,1.43024,0.90785,0.76579,0.79686
Exp4,2.63827,2.48946,1.83688,1.46018,0.83135
Exp5,2.4957,2.39896,0.84613,1.30619,1.82563
Exp6,3.399,3.12655,1.02595,1.32421,2.63993
Exp7,3.54716,2.97729,1.66273,2.14966,1.21595
Exp8,2.13599,1.85645,0.93477,1.35029,0.86564
Exp9,3.13026,3.00187,2.00558,1.49508,1.65939
Exp10,2.35755,2.15847,1.50105,1.08512,1.10832
