,0,1
CNN-sg5,208.03190018014814,128.5760433460028
RNN-sg5,259.3222982934743,55.748037150591706
GRU-sg5,66.33687002610823,112.83005464373346
DNN-sg5,117.85509759221343,95.01284704537629
LSTM-sg5,50.856521039245294,44.765263176535086
