,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainRMSE,1.81331,0.30458,1.62453,2.00209,1.44084,2.34378
TestRMSE,1.65621,0.19049,1.53814,1.77427,1.4133,2.06308
Step1,1.06833,0.22147,0.93106,1.20559,0.83062,1.57431
Step2,0.87532,0.13163,0.79374,0.9569,0.6966,1.14561
Step3,0.8944,0.07397,0.84855,0.94025,0.78395,1.0022
