,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,1.85215,1.5364,1.02953,0.7583,0.8518
Exp2,2.06062,1.63002,1.14353,0.74952,0.88742
Exp3,1.89793,1.86218,1.20375,1.14561,0.84042
Exp4,2.34378,2.06308,1.57431,0.87945,1.0022
Exp5,1.44084,1.55652,0.90423,0.90195,0.88974
Exp6,1.45381,1.56749,0.83062,0.89032,0.98713
Exp7,2.22836,1.8415,1.27725,1.05842,0.79968
Exp8,1.66851,1.4993,0.86412,0.81149,0.91797
Exp9,1.69008,1.59227,0.9085,0.86155,0.98371
Exp10,1.49702,1.4133,0.94741,0.6966,0.78395
