,fc2_rmse_mean,fc2_rmse_std,fc2_rmse_max,fc2_rmse_min,fc2_r2_mean,fc2_r2_std,fc2_r2_max,fc2_r2_min
CNN-obs,0.7981,0.0,0.7981,0.7981,-0.1344,0.0,-0.1344,-0.1344
RNN-obs,0.5246,0.0,0.5246,0.5246,0.5098,0.0,0.5098,0.5098
GRU-obs,0.5303,0.0,0.5303,0.5303,0.4991,0.0,0.4991,0.4991
DNN-obs,0.5948,0.0,0.5948,0.5948,0.3698,0.0,0.3698,0.3698
LSTM-obs,0.5775,0.0,0.5775,0.5775,0.4061,0.0,0.4061,0.4061
