,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,0.26004,0.91424,0.35043,0.52386,0.66227
Exp2,0.24454,0.91501,0.34256,0.52546,0.66617
Exp3,0.25428,0.9246,0.34098,0.53126,0.67556
Exp4,0.2494,0.8927,0.33762,0.50847,0.65146
Exp5,0.24536,0.90392,0.33512,0.51893,0.6599
Exp6,0.2596,0.90137,0.34463,0.51404,0.65533
Exp7,0.25397,0.90797,0.34337,0.51781,0.66211
Exp8,0.24587,0.91126,0.34891,0.5205,0.66161
Exp9,0.25291,0.91165,0.35023,0.52241,0.65994
Exp10,0.24201,0.8985,0.33223,0.51634,0.65599
