,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,1.42911,1.29406,0.50298,0.7214,0.9493
Exp2,2.33943,2.1784,1.4406,1.14319,1.16758
Exp3,1.51527,1.56478,0.64431,1.01416,1.00244
Exp4,2.92709,2.44843,2.00144,0.80402,1.15871
Exp5,1.52774,1.42023,0.6039,0.99126,0.81839
Exp6,2.28323,2.03184,1.04366,0.97455,1.44548
Exp7,3.19313,2.6591,1.20238,2.04298,1.20471
Exp8,2.01525,1.78291,0.89585,1.17322,0.99989
Exp9,1.75423,1.773,0.89989,0.98846,1.16476
Exp10,1.55766,1.51182,0.85376,0.87873,0.88575
