,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,0.24997,0.92736,0.34836,0.5297,0.6768
Exp2,0.25763,0.9149,0.34552,0.52232,0.66696
Exp3,0.2563,0.93378,0.35012,0.53125,0.68347
Exp4,0.26312,0.92097,0.35228,0.5239,0.67052
Exp5,0.25086,0.92586,0.34758,0.52906,0.67564
Exp6,0.25819,0.91791,0.34376,0.52334,0.67119
Exp7,0.24993,0.90424,0.33204,0.51612,0.66409
Exp8,0.25516,0.92426,0.35221,0.5249,0.67431
Exp9,0.25177,0.90899,0.3361,0.51843,0.66673
Exp10,0.25337,0.92579,0.35092,0.53241,0.67118
