,NH3_N(t-23),NH3_N(t-22),NH3_N(t-21),NH3_N(t-20),NH3_N(t-19),NH3_N(t-18),NH3_N(t-17),NH3_N(t-16),NH3_N(t-15),NH3_N(t-14),NH3_N(t-13),NH3_N(t-12),NH3_N(t-11),NH3_N(t-10),NH3_N(t-9),NH3_N(t-8),NH3_N(t-7),NH3_N(t-6),NH3_N(t-5),NH3_N(t-4),NH3_N(t-3),NH3_N(t-2),NH3_N(t-1),NH3_N(t),NH3_N(t+1),NH3_N(t+2),NH3_N(t+3)
0,0.1956597666666666,0.1962760666666666,0.2098421666666666,0.21301675,0.21475655,0.2113518333333333,0.2113889,0.2097205833333333,0.4309353666666666,1.52025625,1.0335666833333332,0.48941435,0.2883099,0.2496788166666666,0.2376183666666666,0.2404794333333333,0.2886121499999999,0.3033340333333333,0.3155812666666666,0.3002978666666667,0.2681450666666666,0.23469165,0.2226643333333333,0.2174570166666666,0.2160968833333333,0.2134363333333333,0.2165822333333333
1,0.1962760666666666,0.2098421666666666,0.21301675,0.21475655,0.2113518333333333,0.2113889,0.2097205833333333,0.4309353666666666,1.52025625,1.0335666833333332,0.48941435,0.2883099,0.2496788166666666,0.2376183666666666,0.2404794333333333,0.2886121499999999,0.3033340333333333,0.3155812666666666,0.3002978666666667,0.2681450666666666,0.23469165,0.2226643333333333,0.2174570166666666,0.2160968833333333,0.2134363333333333,0.2165822333333333,0.27256605
2,0.2098421666666666,0.21301675,0.21475655,0.2113518333333333,0.2113889,0.2097205833333333,0.4309353666666666,1.52025625,1.0335666833333332,0.48941435,0.2883099,0.2496788166666666,0.2376183666666666,0.2404794333333333,0.2886121499999999,0.3033340333333333,0.3155812666666666,0.3002978666666667,0.2681450666666666,0.23469165,0.2226643333333333,0.2174570166666666,0.2160968833333333,0.2134363333333333,0.2165822333333333,0.27256605,0.2870856499999999
3,0.21301675,0.21475655,0.2113518333333333,0.2113889,0.2097205833333333,0.4309353666666666,1.52025625,1.0335666833333332,0.48941435,0.2883099,0.2496788166666666,0.2376183666666666,0.2404794333333333,0.2886121499999999,0.3033340333333333,0.3155812666666666,0.3002978666666667,0.2681450666666666,0.23469165,0.2226643333333333,0.2174570166666666,0.2160968833333333,0.2134363333333333,0.2165822333333333,0.27256605,0.2870856499999999,0.2336832833333333
4,0.21475655,0.2113518333333333,0.2113889,0.2097205833333333,0.4309353666666666,1.52025625,1.0335666833333332,0.48941435,0.2883099,0.2496788166666666,0.2376183666666666,0.2404794333333333,0.2886121499999999,0.3033340333333333,0.3155812666666666,0.3002978666666667,0.2681450666666666,0.23469165,0.2226643333333333,0.2174570166666666,0.2160968833333333,0.2134363333333333,0.2165822333333333,0.27256605,0.2870856499999999,0.2336832833333333,0.2293997333333333
5,0.2113518333333333,0.2113889,0.2097205833333333,0.4309353666666666,1.52025625,1.0335666833333332,0.48941435,0.2883099,0.2496788166666666,0.2376183666666666,0.2404794333333333,0.2886121499999999,0.3033340333333333,0.3155812666666666,0.3002978666666667,0.2681450666666666,0.23469165,0.2226643333333333,0.2174570166666666,0.2160968833333333,0.2134363333333333,0.2165822333333333,0.27256605,0.2870856499999999,0.2336832833333333,0.2293997333333333,0.2292416333333333
6,0.2113889,0.2097205833333333,0.4309353666666666,1.52025625,1.0335666833333332,0.48941435,0.2883099,0.2496788166666666,0.2376183666666666,0.2404794333333333,0.2886121499999999,0.3033340333333333,0.3155812666666666,0.3002978666666667,0.2681450666666666,0.23469165,0.2226643333333333,0.2174570166666666,0.2160968833333333,0.2134363333333333,0.2165822333333333,0.27256605,0.2870856499999999,0.2336832833333333,0.2293997333333333,0.2292416333333333,0.2282207833333333
7,0.2097205833333333,0.4309353666666666,1.52025625,1.0335666833333332,0.48941435,0.2883099,0.2496788166666666,0.2376183666666666,0.2404794333333333,0.2886121499999999,0.3033340333333333,0.3155812666666666,0.3002978666666667,0.2681450666666666,0.23469165,0.2226643333333333,0.2174570166666666,0.2160968833333333,0.2134363333333333,0.2165822333333333,0.27256605,0.2870856499999999,0.2336832833333333,0.2293997333333333,0.2292416333333333,0.2282207833333333,0.2312257833333333
8,0.4309353666666666,1.52025625,1.0335666833333332,0.48941435,0.2883099,0.2496788166666666,0.2376183666666666,0.2404794333333333,0.2886121499999999,0.3033340333333333,0.3155812666666666,0.3002978666666667,0.2681450666666666,0.23469165,0.2226643333333333,0.2174570166666666,0.2160968833333333,0.2134363333333333,0.2165822333333333,0.27256605,0.2870856499999999,0.2336832833333333,0.2293997333333333,0.2292416333333333,0.2282207833333333,0.2312257833333333,0.2366161833333333
9,1.52025625,1.0335666833333332,0.48941435,0.2883099,0.2496788166666666,0.2376183666666666,0.2404794333333333,0.2886121499999999,0.3033340333333333,0.3155812666666666,0.3002978666666667,0.2681450666666666,0.23469165,0.2226643333333333,0.2174570166666666,0.2160968833333333,0.2134363333333333,0.2165822333333333,0.27256605,0.2870856499999999,0.2336832833333333,0.2293997333333333,0.2292416333333333,0.2282207833333333,0.2312257833333333,0.2366161833333333,0.2391831833333333
