,0,1,2,3,4
CNN-sg5,0.7551,0.7448,0.5562,0.6372,0.7631
RNN-sg5,0.5176,0.4593,0.6358,0.5221,0.5735
GRU-sg5,0.6133,0.5486,0.6364,0.5016,0.5543
DNN-sg5,0.3721,0.3832,0.4571,0.5285,0.3645
LSTM-sg5,0.6278,0.5988,0.6123,0.5761,0.6181
