,0,1,2,3,4
CNN-sg5,-0.0163,0.0112,0.4487,0.2762,-0.0379
RNN-sg5,0.5226,0.6241,0.2795,0.5142,0.4137
GRU-sg5,0.3295,0.4637,0.2783,0.5515,0.4524
DNN-sg5,0.7532,0.7382,0.6276,0.5022,0.7631
LSTM-sg5,0.2975,0.3609,0.3318,0.4085,0.319
