,0,1,2,3,4
CNN-sg5,0.7868,0.7841,0.7423,0.8007,0.7959
RNN-sg5,0.6508,0.6415,0.751,0.7089,0.6896
GRU-sg5,0.7469,0.7071,0.7733,0.6694,0.7181
DNN-sg5,0.6047,0.6222,0.6886,0.7389,0.5975
LSTM-sg5,0.7399,0.7277,0.7201,0.7064,0.7375
