,0,1,2,3,4
CNN-sg5,-0.1027,-0.095,0.0187,-0.1419,-0.1284
RNN-sg5,0.2455,0.2671,-0.0045,0.1048,0.153
GRU-sg5,0.0064,0.1095,-0.0652,0.2018,0.0815
DNN-sg5,0.3488,0.3104,0.1555,0.0274,0.3641
LSTM-sg5,0.0249,0.0568,0.0763,0.1113,0.0312
