,0,1,2,3,4
CNN-sg5,0.8155,0.8125,0.8111,0.8568,0.8256
RNN-sg5,0.7484,0.756,0.807,0.7928,0.7734
GRU-sg5,0.8207,0.7902,0.8364,0.7716,0.8122
DNN-sg5,0.7503,0.7662,0.797,0.8311,0.7411
LSTM-sg5,0.8067,0.799,0.7899,0.7876,0.8072
