,0,1,2,3,4
CNN-sg5,-0.0611,-0.0488,-0.2826,-0.2704,-0.0151
RNN-sg5,0.0745,0.0382,0.0045,0.043,-0.0404
GRU-sg5,-0.0089,-0.0796,0.0444,-0.1611,-0.0058
DNN-sg5,-0.0381,-0.0588,-0.054,-0.0278,-0.0655
LSTM-sg5,-0.633,-0.6986,-0.2969,-0.8318,-0.9366
