,0,1,2,3,4
CNN-sg5,0.5976,0.5949,0.8172,0.8135,0.5839
RNN-sg5,0.4772,0.4772,0.491,0.48,0.487
GRU-sg5,0.4699,0.4784,0.4665,0.4945,0.4769
DNN-sg5,0.5931,0.5982,0.5984,0.587,0.6001
LSTM-sg5,0.5321,0.5269,0.4812,0.539,0.5525
