,fc3_rmse_mean,fc3_rmse_std,fc3_rmse_max,fc3_rmse_min,fc3_r2_mean,fc3_r2_std,fc3_r2_max,fc3_r2_min
CNN-sg5,0.7975,0.0405,0.8487,0.755,-0.1356,0.1161,-0.0151,-0.2826
RNN-sg5,0.7402,0.0148,0.7644,0.7209,0.024,0.0391,0.0745,-0.0404
GRU-sg5,0.7646,0.026,0.8075,0.7326,-0.0422,0.0714,0.0444,-0.1611
DNN-sg5,0.7674,0.0051,0.7735,0.7597,-0.0488,0.0139,-0.0278,-0.0655
LSTM-sg5,0.969,0.0649,1.0429,0.8534,-0.6794,0.2183,-0.2969,-0.9366
