,0,1,2,3,4
CNN-sg5,0.7757,0.7773,-0.0907,-0.0812,0.8
RNN-sg5,0.9104,0.9115,0.906,0.9093,0.9098
GRU-sg5,0.9023,0.8925,0.8994,0.9077,0.9107
DNN-sg5,0.7877,0.7808,0.7833,0.798,0.7771
LSTM-sg5,0.8693,0.8675,0.8919,0.8739,0.8598
