,0,1,2,3,4
CNN-sg5,0.3547,0.3535,0.7823,0.7789,0.335
RNN-sg5,0.2242,0.2228,0.2296,0.2255,0.225
GRU-sg5,0.2341,0.2456,0.2376,0.2276,0.2238
DNN-sg5,0.3452,0.3507,0.3487,0.3367,0.3537
LSTM-sg5,0.2708,0.2727,0.2463,0.266,0.2805
