,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,0.23426,0.90094,0.33512,0.51591,0.65821
Exp2,0.23112,0.89932,0.33131,0.5148,0.65877
Exp3,0.23424,0.90226,0.33993,0.517,0.65669
Exp4,0.2341,0.89535,0.34509,0.51211,0.64832
Exp5,0.23616,0.88839,0.33185,0.50904,0.64807
Exp6,0.22946,0.89093,0.33206,0.50937,0.65118
Exp7,0.23381,0.90816,0.34121,0.5198,0.66191
Exp8,0.23201,0.8855,0.3293,0.50556,0.64814
Exp9,0.23751,0.89994,0.33783,0.5174,0.65426
Exp10,0.23478,0.90562,0.33984,0.51802,0.66054
