,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainRMSE,0.23375,0.00224,0.23236,0.23513,0.22946,0.23751
TestRMSE,0.89764,0.00705,0.89327,0.90201,0.8855,0.90816
Step1,0.33635,0.00492,0.3333,0.3394,0.3293,0.34509
Step2,0.5139,0.00442,0.51116,0.51664,0.50556,0.5198
Step3,0.65461,0.00509,0.65145,0.65776,0.64807,0.66191
