,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainRMSE,0.15825,0.00165,0.15722,0.15927,0.15653,0.16114
TestRMSE,0.86804,0.00283,0.86629,0.8698,0.86305,0.87172
Step1,0.35721,0.00264,0.35558,0.35885,0.35127,0.36064
Step2,0.49925,0.00177,0.49816,0.50035,0.49622,0.50165
Step3,0.61371,0.0018,0.61259,0.61483,0.61133,0.61678
