,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,3.19169,2.80873,1.06178,0.72887,2.49607
Exp2,3.69528,3.25498,1.61137,1.47567,2.41263
Exp3,2.2386,1.89527,1.22624,1.01918,1.02453
Exp4,5.34523,4.3966,3.14121,1.1274,2.86214
Exp5,2.38793,2.36277,1.0725,1.39024,1.58103
Exp6,5.13398,4.33617,1.84289,3.21158,2.25651
Exp7,2.78177,2.4232,0.8659,1.6485,1.55067
Exp8,1.68093,1.47517,0.95284,0.8234,0.76827
Exp9,2.72552,2.43781,1.06542,1.32112,1.74998
Exp10,3.06947,2.76401,1.98571,0.81773,1.74013
