,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainRMSE,0.16564,0.00188,0.16447,0.1668,0.1622,0.16838
TestRMSE,0.92143,0.00279,0.9197,0.92316,0.91816,0.92787
Step1,0.3687,0.00419,0.3661,0.3713,0.36322,0.37951
Step2,0.52704,0.0015,0.52611,0.52796,0.52505,0.53035
Step3,0.65978,0.00118,0.65905,0.66052,0.65721,0.6612
