,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainRMSE,0.24381,0.0,0.24381,0.24381,0.24381,0.24381
TestRMSE,0.91133,0.0,0.91133,0.91133,0.91133,0.91133
Step1,0.34337,0.0,0.34337,0.34337,0.34337,0.34337
Step2,0.52311,0.0,0.52311,0.52311,0.52311,0.52311
Step3,0.66255,0.0,0.66255,0.66255,0.66255,0.66255
