,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,1.98379,1.85915,1.22098,1.06649,0.91008
Exp2,2.27307,1.908,1.19525,0.91075,1.17574
Exp3,1.947,1.79583,0.88308,1.10665,1.10477
Exp4,2.28757,1.96814,0.87954,1.06676,1.40071
Exp5,1.70833,1.69742,1.03287,0.82963,1.0612
Exp6,2.19093,1.8302,0.79268,1.39547,0.87976
Exp7,2.08782,1.87072,0.91076,0.69757,1.47767
Exp8,2.81625,2.42241,1.7385,1.01464,1.34765
Exp9,2.1208,2.06366,1.44739,0.97814,1.09863
Exp10,2.82272,2.51598,1.63578,1.3758,1.32723
