,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,2.22622,1.96296,0.67917,1.06083,1.50552
Exp2,1.55075,1.38369,0.88606,0.74374,0.75917
Exp3,3.08708,2.70374,1.20501,1.25543,2.06932
Exp4,1.56547,1.33777,0.76981,0.77659,0.77067
Exp5,2.18346,2.05072,1.08131,1.44306,0.97663
Exp6,2.55441,2.42338,1.31117,1.76149,1.02507
Exp7,2.29366,2.04614,0.76378,1.66954,0.90333
Exp8,2.60534,2.11684,1.10607,1.35087,1.19697
Exp9,2.3825,2.06849,1.3539,1.28411,0.89256
Exp10,2.16623,1.95698,1.3752,1.07038,0.89045
