,fc2_rmse_mean,fc2_rmse_std,fc2_rmse_max,fc2_rmse_min,fc2_r2_mean,fc2_r2_std,fc2_r2_max,fc2_r2_min
CNN-ew4,0.6993,0.1333,0.8644,0.5868,0.0973,0.345,0.3867,-0.3308
RNN-ew4,0.5072,0.0095,0.5233,0.497,0.5417,0.0173,0.56,0.5123
GRU-ew4,0.4794,0.0091,0.4956,0.4697,0.5904,0.0157,0.607,0.5625
DNN-ew4,0.5969,0.0061,0.6035,0.587,0.3652,0.013,0.3863,0.3514
LSTM-ew4,0.512,0.0075,0.5211,0.4984,0.533,0.0136,0.5576,0.5164
