,0,1,2,3,4
CNN-ew4,0.7674,0.7666,0.895,0.8988,0.7754
RNN-ew4,0.7645,0.8067,0.7491,0.7798,0.77
GRU-ew4,0.7762,0.7403,0.7359,0.7236,0.7823
DNN-ew4,0.7879,0.7843,0.7826,0.7737,0.7644
LSTM-ew4,0.8834,0.9438,0.9251,0.9452,0.8913
