,fc1_rmse_mean,fc1_rmse_std,fc1_rmse_max,fc1_rmse_min,fc1_r2_mean,fc1_r2_std,fc1_r2_max,fc1_r2_min,test_loss_mean,test_loss_std,test_loss_max,test_loss_min,train_loss_mean,train_loss_std,train_loss_max,train_loss_min
CNN-ew4,0.5324,0.2385,0.8261,0.3327,0.3935,0.4939,0.8028,-0.2165,0.0852,0.0342,0.1274,0.0571,28.8574,23.4429,57.8195,9.6664
RNN-ew4,0.2389,0.004,0.245,0.2332,0.8983,0.0034,0.903,0.8931,0.0439,0.0004,0.0444,0.0432,4.6615,0.0874,4.7968,4.5303
GRU-ew4,0.2229,0.0021,0.227,0.2213,0.9114,0.0017,0.9127,0.9082,0.0402,0.0004,0.0408,0.0395,3.5867,0.1418,3.8485,3.4354
DNN-ew4,0.342,0.0056,0.3472,0.3341,0.7915,0.0068,0.8011,0.7851,0.057,0.0002,0.0572,0.0567,9.6407,0.03,9.6727,9.5937
LSTM-ew4,0.2402,0.0038,0.2456,0.2352,0.8972,0.0033,0.9014,0.8925,0.0393,0.0006,0.04,0.0382,2.9814,0.1477,3.1679,2.7917
