,fc3_rmse_mean,fc3_rmse_std,fc3_rmse_max,fc3_rmse_min,fc3_r2_mean,fc3_r2_std,fc3_r2_max,fc3_r2_min
CNN-ew4,0.8206,0.0624,0.8988,0.7666,-0.206,0.185,-0.0464,-0.4384
RNN-ew4,0.774,0.0191,0.8067,0.7491,-0.0675,0.0531,0.0008,-0.1589
GRU-ew4,0.7517,0.0233,0.7823,0.7236,-0.007,0.0625,0.0675,-0.0898
DNN-ew4,0.7786,0.0085,0.7879,0.7644,-0.0795,0.0234,-0.0405,-0.1053
LSTM-ew4,0.9178,0.0259,0.9452,0.8834,-0.5011,0.0846,-0.3896,-0.591
