,0,1,2,3,4
CNN-ew4,0.379,0.3867,-0.3196,-0.3308,0.3712
RNN-ew4,0.5574,0.5123,0.56,0.5352,0.5434
GRU-ew4,0.5848,0.5984,0.607,0.5995,0.5625
DNN-ew4,0.3514,0.3556,0.3589,0.374,0.3863
LSTM-ew4,0.5576,0.5164,0.5327,0.526,0.5324
