,0,1,2,3,4
CNN-ew4,0.5904,0.5868,0.8607,0.8644,0.5941
RNN-ew4,0.4985,0.5233,0.497,0.5109,0.5063
GRU-ew4,0.4828,0.4748,0.4697,0.4742,0.4956
DNN-ew4,0.6035,0.6015,0.5999,0.5928,0.587
LSTM-ew4,0.4984,0.5211,0.5122,0.5159,0.5124
