,0,1,2,3,4
CNN-ew4,0.7977,0.8028,-0.2064,-0.2165,0.7897
RNN-ew4,0.903,0.8931,0.9007,0.8975,0.897
GRU-ew4,0.9127,0.9126,0.9124,0.9113,0.9082
DNN-ew4,0.7851,0.7859,0.787,0.7983,0.8011
LSTM-ew4,0.8995,0.8981,0.8925,0.8944,0.9014
