,0,1,2,3,4
CNN-ew4,0.3369,0.3327,0.8227,0.8261,0.3435
RNN-ew4,0.2332,0.245,0.236,0.2398,0.2404
GRU-ew4,0.2213,0.2215,0.2217,0.2231,0.227
DNN-ew4,0.3472,0.3466,0.3457,0.3364,0.3341
LSTM-ew4,0.2375,0.2392,0.2456,0.2434,0.2352
