,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,0.24584,0.90831,0.34264,0.52119,0.6603
Exp2,0.24433,0.89831,0.34019,0.51385,0.6536
Exp3,0.24901,0.9062,0.3398,0.52061,0.65932
Exp4,0.2568,0.90563,0.34601,0.5207,0.65521
Exp5,0.24401,0.92137,0.35306,0.52847,0.66707
