,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainRMSE,2.20195,0.48563,1.90095,2.50294,1.45661,3.17814
TestRMSE,1.92813,0.42388,1.66541,2.19085,1.38401,2.76979
Step1,0.92474,0.31631,0.72869,1.1208,0.66215,1.77311
Step2,1.1453,0.41049,0.89088,1.39973,0.73499,1.85027
Step3,1.16129,0.33665,0.95264,1.36995,0.77871,1.95186
