,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,2.25514,1.64154,0.787,1.1446,0.87475
Exp2,1.83561,1.55131,0.88376,0.77484,1.0125
Exp3,2.13933,1.82671,0.80356,0.73795,1.46513
Exp4,2.97868,2.60069,1.77311,1.57256,1.07086
Exp5,2.09009,1.74341,0.76758,0.80398,1.3431
Exp6,2.05851,1.9811,1.22214,0.95991,1.2287
Exp7,1.98498,1.70987,0.75942,1.11064,1.05519
Exp8,2.04238,2.07289,0.76242,1.76329,0.77871
Exp9,1.45661,1.38401,0.82631,0.73499,0.83215
Exp10,3.17814,2.76979,0.66215,1.85027,1.95186
