,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainRMSE,1.21689,0.10056,1.12875,1.30503,1.10633,1.40391
TestRMSE,1.36118,0.06847,1.30116,1.42119,1.30105,1.49462
Step1,0.78714,0.05073,0.74268,0.83161,0.7362,0.8712
Step2,0.80534,0.07718,0.73768,0.87299,0.69744,0.92231
Step3,0.75997,0.05686,0.71014,0.80981,0.67086,0.84245
