,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainRMSE,2.05421,0.5907,1.68809,2.42034,1.42911,3.19313
TestRMSE,1.86646,0.43022,1.59981,2.13311,1.29406,2.6591
Step1,1.00888,0.42565,0.74506,1.2727,0.50298,2.00144
Step2,1.0732,0.34879,0.85702,1.28938,0.7214,2.04298
Step3,1.0797,0.17489,0.9713,1.1881,0.81839,1.44548
