,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,1.48456,1.50873,1.05833,0.72707,0.7922
Exp2,2.17428,1.86977,1.33492,1.02581,0.81348
Exp3,1.73048,1.6988,0.97164,0.86979,1.08872
Exp4,1.3471,1.44335,0.61924,0.85905,0.98074
Exp5,2.05129,1.86031,1.004,1.32643,0.83265
Exp6,1.93889,1.74028,0.96374,0.90276,1.13349
Exp7,2.56338,2.13174,1.56248,0.73295,1.2513
Exp8,1.53951,1.53234,0.75396,0.94075,0.94584
Exp9,1.49946,1.46164,0.92842,0.6979,0.88734
Exp10,1.88987,1.66291,0.91547,0.95774,1.00496
