,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainRMSE,1.82188,0.35724,1.60046,2.0433,1.3471,2.56338
TestRMSE,1.69099,0.20748,1.56239,1.81959,1.44335,2.13174
Step1,1.01122,0.25507,0.85313,1.16932,0.61924,1.56248
Step2,0.90403,0.17429,0.796,1.01205,0.6979,1.32643
Step3,0.97307,0.14268,0.88463,1.06151,0.7922,1.2513
