,fc2_rmse_mean,fc2_rmse_std,fc2_rmse_max,fc2_rmse_min,fc2_r2_mean,fc2_r2_std,fc2_r2_max,fc2_r2_min
RNN-ews,0.6246,0.0318,0.6668,0.5701,0.3034,0.0698,0.4212,0.2081
DNN-sg7,0.7607,0.0496,0.8118,0.6763,-0.035,0.1312,0.1852,-0.1738
RNN-attn-ew2,0.6621,0.078,0.804,0.5881,0.2083,0.1944,0.384,-0.1513
