,fc3_rmse_mean,fc3_rmse_std,fc3_rmse_max,fc3_rmse_min,fc3_r2_mean,fc3_r2_std,fc3_r2_max,fc3_r2_min
RNN-ews,0.7528,0.0279,0.7889,0.7037,-0.0105,0.0739,0.1182,-0.1083
DNN-sg7,0.8787,0.0567,0.9352,0.7699,-0.3808,0.1708,-0.0555,-0.5573
RNN-attn-ew2,0.8422,0.0925,1.023,0.7626,-0.2784,0.2979,-0.0357,-0.8637
