,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,1.92089,1.93556,0.94814,1.04821,1.32238
Exp2,1.82813,1.75137,0.79983,0.7605,1.35985
Exp3,2.09332,1.77642,0.80368,1.18876,1.04719
Exp4,1.75002,1.55589,1.01845,0.80387,0.85869
Exp5,1.94481,1.71128,1.04386,1.08901,0.80804
Exp6,1.74679,1.55787,0.79388,1.08678,0.78462
Exp7,2.18625,1.83097,0.83452,1.25902,1.03485
Exp8,1.92857,1.76595,0.94591,1.06381,1.04507
Exp9,2.71956,2.20061,1.29537,1.44742,1.03424
Exp10,1.52988,1.54384,1.01167,0.90703,0.733
