,0,1,2
CNN-or,12.924861026801528,12.927942059778971,13.08435799699618
RNN-or,9.28971986996974,9.070342830937085,9.816888172855283
GRU-or,8.596606276070334,10.115819823051682,8.177524785413562
DNN-or,13.141706126081488,16.62466043306884,21.640377708066026
LSTM-or,9.341659907332069,8.94708425812993,9.655011534092166
