,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainMSE,0.01991,0.00047,0.01962,0.02019,0.01926,0.02084
TestMSE,0.12705,0.00167,0.12602,0.12808,0.12446,0.13103
Step1,0.12705,0.00167,0.12602,0.12808,0.12446,0.13103
Step2,0.27691,0.00178,0.27581,0.27801,0.27471,0.28047
Step3,0.43405,0.0022,0.43268,0.43541,0.43021,0.43873
