,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainRMSE,2.67768,0.66185,2.26746,3.08789,1.99955,4.30466
TestRMSE,2.32758,0.5033,2.01563,2.63953,1.7997,3.57426
Step1,1.24886,0.57623,0.89171,1.60602,0.72933,2.73218
Step2,1.31487,0.3652,1.08852,1.54123,0.73014,1.87799
Step3,1.32029,0.41694,1.06187,1.57871,0.74399,1.87503
