,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainMSE,0.01312,0.0002,0.01299,0.01324,0.01275,0.01354
TestMSE,0.1368,0.00158,0.13581,0.13778,0.13418,0.13893
Step1,0.1368,0.00158,0.13581,0.13778,0.13418,0.13893
Step2,0.31143,0.00125,0.31065,0.31221,0.30963,0.31312
Step3,0.51959,0.00251,0.51803,0.52114,0.51577,0.52427
