,TrainMSE,TestMSE,Step1,Step2,Step3
Exp1,0.01318,0.13805,0.13805,0.31312,0.52159
Exp2,0.01354,0.136,0.136,0.31049,0.51701
Exp3,0.01292,0.13508,0.13508,0.31185,0.52427
Exp4,0.01307,0.13555,0.13555,0.30963,0.51733
Exp5,0.01313,0.13875,0.13875,0.31226,0.51938
Exp6,0.01323,0.13743,0.13743,0.3106,0.51577
Exp7,0.01327,0.13585,0.13585,0.30969,0.51806
Exp8,0.01311,0.13893,0.13893,0.31299,0.52112
Exp9,0.01275,0.13813,0.13813,0.31268,0.51932
Exp10,0.01298,0.13418,0.13418,0.311,0.52199
