,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainRMSE,0.21772,0.00275,0.21601,0.21942,0.21417,0.22377
TestRMSE,0.89385,0.00453,0.89104,0.89666,0.88678,0.90135
Step1,0.35122,0.00363,0.34897,0.35346,0.3438,0.35573
Step2,0.51712,0.00327,0.51509,0.51915,0.51318,0.52312
Step3,0.6389,0.0028,0.63717,0.64064,0.63444,0.6438
