,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,0.21813,0.8966,0.3544,0.51911,0.63939
Exp2,0.21542,0.89411,0.35085,0.51712,0.63948
Exp3,0.21923,0.88678,0.34715,0.51318,0.63444
Exp4,0.21807,0.89022,0.34768,0.51355,0.63865
Exp5,0.21417,0.88942,0.3438,0.51454,0.63884
Exp6,0.21479,0.89116,0.35249,0.51494,0.63621
Exp7,0.21536,0.90089,0.35318,0.52228,0.6435
Exp8,0.22377,0.89302,0.35433,0.51609,0.63685
Exp9,0.2186,0.90135,0.35256,0.52312,0.6438
Exp10,0.21965,0.89496,0.35573,0.51726,0.63785
