,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainRMSE,0.19333,0.00395,0.19088,0.19578,0.18541,0.19869
TestRMSE,0.90092,0.00545,0.89754,0.9043,0.89063,0.91216
Step1,0.35954,0.00622,0.35568,0.3634,0.35072,0.36888
Step2,0.5187,0.00377,0.51637,0.52104,0.51253,0.52657
Step3,0.64289,0.00336,0.64081,0.64497,0.63792,0.64764
