,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,0.19406,0.90729,0.36047,0.52325,0.64764
Exp2,0.19869,0.89964,0.3669,0.51723,0.63812
Exp3,0.19529,0.91216,0.36888,0.52657,0.64706
Exp4,0.18833,0.89063,0.35155,0.51253,0.63792
Exp5,0.19747,0.90178,0.36827,0.51799,0.63974
Exp6,0.19569,0.89769,0.35802,0.51537,0.64192
Exp7,0.19093,0.90238,0.35744,0.5198,0.64524
Exp8,0.18541,0.89938,0.35544,0.5191,0.64272
Exp9,0.19191,0.89973,0.35072,0.51897,0.64589
Exp10,0.19552,0.89855,0.35772,0.51622,0.64262
