,0,1,2,3,4
CNN-sg7,-0.0434,-0.0826,0.3061,-0.0837,0.2729
RNN-sg7,0.0909,0.1406,0.1346,0.2339,0.1988
GRU-sg7,-0.0053,-0.0638,-0.0023,-0.0205,-0.0523
DNN-sg7,-0.1292,-0.0764,-0.1055,0.2572,0.0865
LSTM-sg7,0.0491,-0.0042,-0.0521,0.0492,0.1103
