,0,1,2,3,4
CNN-sg7,0.7654,0.7796,0.6242,0.78,0.6389
RNN-sg7,0.7144,0.6946,0.697,0.6558,0.6707
GRU-sg7,0.7513,0.7728,0.7501,0.7569,0.7686
DNN-sg7,0.7962,0.7774,0.7878,0.6458,0.7162
LSTM-sg7,0.7306,0.7509,0.7686,0.7306,0.7068
