,0,1,2,3,4
CNN-sg7,-0.1494,-0.161,-0.0505,-0.1761,-0.0645
RNN-sg7,-0.0949,-0.1216,-0.0929,-0.0254,-0.0445
GRU-sg7,-0.1795,-0.2086,-0.1605,-0.2074,-0.1991
DNN-sg7,-0.1337,-0.1773,-0.1944,-0.0041,-0.1716
LSTM-sg7,-0.1469,-0.1831,-0.2222,-0.1419,-0.1137
