,fc3_rmse_mean,fc3_rmse_std,fc3_rmse_max,fc3_rmse_min,fc3_r2_mean,fc3_r2_std,fc3_r2_max,fc3_r2_min
CNN-sg7,0.793,0.0185,0.8127,0.7681,-0.1203,0.0522,-0.0505,-0.1761
RNN-sg7,0.7772,0.0128,0.7936,0.7588,-0.0759,0.0354,-0.0254,-0.1216
GRU-sg7,0.8178,0.0063,0.8238,0.8073,-0.191,0.0185,-0.1605,-0.2086
DNN-sg7,0.7984,0.0247,0.819,0.7509,-0.1362,0.069,-0.0041,-0.1944
LSTM-sg7,0.8075,0.013,0.8285,0.7908,-0.1616,0.0375,-0.1137,-0.2222
