,0,1,2,3,4
CNN-sg7,0.8159,0.6292,0.3822,0.8037,0.4005
RNN-sg7,0.5848,0.5013,0.5451,0.485,0.518
GRU-sg7,0.6225,0.6717,0.6317,0.6199,0.6546
DNN-sg7,0.8195,0.8288,0.7232,0.4462,0.4991
LSTM-sg7,0.6087,0.6513,0.6633,0.6148,0.5706
