,0,1,2,3,4
CNN-sg7,0.8034,0.8074,0.7681,0.8127,0.7732
RNN-sg7,0.7841,0.7936,0.7834,0.7588,0.7659
GRU-sg7,0.8139,0.8238,0.8073,0.8234,0.8206
DNN-sg7,0.7979,0.8131,0.819,0.7509,0.8111
LSTM-sg7,0.8025,0.8151,0.8285,0.8008,0.7908
