,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainMSE,0.01815,0.0004,0.0179,0.01839,0.01732,0.01868
TestMSE,0.13462,0.00236,0.13315,0.13608,0.13232,0.13903
Step1,0.13462,0.00236,0.13315,0.13608,0.13232,0.13903
Step2,0.33904,0.00253,0.33747,0.34061,0.33478,0.34226
Step3,0.56282,0.00426,0.56017,0.56546,0.55595,0.57083
