,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainRMSE,2.39918,0.51273,2.08138,2.71697,1.65916,3.06443
TestRMSE,2.58846,0.58059,2.22861,2.94831,1.72134,3.36897
Step1,1.54512,0.42941,1.27897,1.81128,0.88769,2.27757
Step2,1.5356,0.57541,1.17896,1.89224,0.89413,2.62434
Step3,1.28653,0.348,1.07084,1.50222,0.87542,2.12612
